CASE_NUMBER,VISA_STATUS,EMPLOYER_NAME,PREVAILING_WAGE_SUBMITTED,PREVAILING_WAGE_SUBMITTED_UNIT,PAID_WAGE_SUBMITTED,PAID_WAGE_SUBMITTED_UNIT,JOB_TITLE,WORK_CITY,PREVAILING_WAGE_SOC_CODE,PREVAILING_WAGE_SOC_TITLE,WORK_STATE,FULL_TIME_POSITION_Y_N,VISA_CLASS,JOB_TITLE_SUBGROUP,order,CASE_RECEIVED_DATE,Decision_Date,Processing_Time_Days
I-200-14040-802779,denied,"TERADATA OPERATIONS, INC.",82000.0,year,82000.0,year,SOFTWARE ENGINEER IIA,SAN DIEGO,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,57560,28-Feb-14,03-Mar-14,3
I-200-14217-162630,certified,R1SOFT LLC,79186.0,year,95000.0,year,SENIOR SOFTWARE ENGINEER,HOUSTON,15-1132,"Software Developers, Applications",TX,y,H-1B,software engineer,63398,08-Jul-14,13-Aug-14,36
I-200-15061-732517,certified,DIRECTEMPLOYERS ASSOCIATION INC.,57554.0,year,80000.0,year,SENIOR SOFTWARE ENGINEER,INDIANAPOLIS,15-1132,"Software Developers, Applications",IN,y,H-1B,software engineer,123734,03-May-15,03-Nov-15,184
A-14272-11021,certified,360I LLC,51397.0,year,72000.0,year,DATA SCIENTIST,ATLANTA,15-2041,STATISTICIANS,GEORGIA,,greencard,data scientist,137376,13-Nov-14,21-Apr-15,159
I-200-13049-602164,certified,"MCKINSEY & COMPANY, INC. UNITED STATES",29.98,hour,69.0,hour,ASSOCIATE (MANAGEMENT CONSULTANT),CLEVELAND,13-1111,Management Analysts,OH,y,H-1B,management consultant,106709,19-Feb-13,25-Feb-13,6
I-200-13298-949761,certified,"QUALCOMM CONNECTED EXPERIENCES, INC.",92352.0,year,92352.0,year,SENIOR SOFTWARE ENGINEER,SAN DIEGO,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,39274,30-Oct-13,11-May-13,172
I-200-12298-907753,denied,REPLY! INC.,66352.0,year,66352.0,year,SR. BUSINESS ANALYST,SAN RAMON,13-1161,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,CA,y,H-1B,business analyst,94607,29-Oct-12,31-Oct-12,2
I-200-14300-017319,certified,"EPAM SYSTEMS, INC",83366.0,year,110000.0,year,LEAD SOFTWARE ENGINEER,newtown,15-1132,"Software Developers, Applications",PA,y,H-1B,software engineer,54811,27-Oct-14,31-Oct-14,4
I-200-14065-803417,certified,"ADARA MEDIA, INC.",144206.0,year,185000.0,year,DIRECTOR DATA SCIENTIST,MOUNTAIN VIEW,15-1133,"Software Developers, Systems Software",CA,y,H-1B,data scientist,1489,03-Jun-14,03-Dec-14,183
I-200-14077-038941,withdrawn,SLV IT SOLUTIONS INC.,62712.0,year,700000.0,year,SOFTWARE ENGINEER,Des Plaines,15-1132,"Software Developers, Applications",IL,y,H-1B,software engineer,103749,18-Mar-14,18-Mar-14,0
I-200-14058-841818,certified,GOOGLE INC.,73174.0,year,100000.0,year,SOFTWARE ENGINEER,SEATTLE,15-1132,"Software Developers, Applications",WA,y,H-1B,software engineer,77012,10-Mar-14,14-Mar-14,4
I-200-14251-930363,certified,"CONFORMIS, INC.",97178.0,year,97178.0,year,SENIOR SOFTWARE ENGINEER,BEDFORD,15-1133,"Software Developers, Systems Software",MA,y,H-1B,software engineer,31840,15-Sep-14,19-Sep-14,4
I-200-13301-159491,certified,LARSEN & TOUBRO INFOTECH LIMITED,45552.0,year,62118.0,year,SOFTWARE ENGINEER & TESTER,BRIDGEWATER,15-1199,"Computer Occupations, All Other",NJ,y,H-1B,software engineer,147818,28-Oct-13,11-Jan-13,290
I-200-13060-829966,certified,ITALENT CORPORATION,83637.0,year,125000.0,year,SR. HFM BUSINESS ANALYST,SAN JOSE,15-1121,Computer Systems Analysts,CA,y,H-1B,business analyst,54433,03-Jan-13,03-Jul-13,181
I-200-15077-338884,certified,HP INFOSYSTEMS LLC,61110.0,year,62000.0,year,COMPUTER SYSTEMS ANALYST / BUSINESS ANALYST,LIVINGSTON,15-1121,Computer Systems Analysts,NJ,y,H-1B,business analyst,110668,18-Mar-15,24-Mar-15,6
A-14293-17468,certified,"CADENCE DESIGN SYSTEMS, INC.",106517.0,year,106517.0,year,PRINCIPAL SOFTWARE ENGINEER,SAN JOSE,17-2072,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER",CALIFORNIA,,greencard,software engineer,19720,12-Nov-14,23-Jun-15,223
I-200-14126-747851,certified,LIBERTYCOM LLC,52416.0,year,60000.0,year,SR SOFTWARE ENGINEER,LITTLE ROCK,15-1132,"Software Developers, Applications",AR,y,H-1B,software engineer,135759,05-Jun-14,05-Dec-14,183
A-14220-96561,certified,"MATTRESS FIRM, INC.",76502.0,year,76502.0,year,BUSINESS ANALYST II,HOUSTON,15-1121,Computer Systems Analysts,TEXAS,,greencard,business analyst,68915,22-Oct-14,03-Dec-15,407
I-200-12320-038340,certified,"ACG TECH SYSTEMS, INC.",39562.0,year,65915.0,year,SOFTWARE ENGINEER/DEVELOPER,ARDMORE,15-1132,"Software Developers, Applications",OK,y,H-1B,software engineer,157613,15-Nov-12,23-Nov-12,8
I-200-14059-813765,certified,CAPGEMINI FINANCIAL SERVICES USA INC,96408.0,year,102773.0,year,LEAD CONSULTANT/BUSINESS ANALYST,METTAWA,13-1111,Management Analysts,IL,y,H-1B,business analyst,32667,28-Feb-14,03-Jun-14,95
I-200-13050-640060,certified,INTEL CORPORATION,92978.0,year,92978.0,year,SOFTWARE ENGINEER,SANTA CLARA,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,38056,03-May-13,03-Nov-13,184
I-200-15070-425943,certified,ANIRA SOLUTIONS INC,55120.0,year,60000.0,year,SOFTWARE ENGINEER,ASHBURN,15-1131,Computer Programmers,VA,y,H-1B,software engineer,129976,03-Nov-15,18-Mar-15,230
I-200-14238-491033,withdrawn,WELLS AMERICA. INC.,30.59,hour,30.59,hour,ESL TEACHER,BEAUMONT,25-3011,Adult Basic and Secondary Education and Literacy T,CA,n,H-1B,teacher,100552,26-Aug-14,27-Aug-14,1
I-200-13204-396941,certified,KFORCE INC.,22.65,hour,23.0,hour,BUSINESS ANALYST,DANVILLE,15-2031,OPERATIONS RESEARCH ANALYSTS,PA,y,H-1B,business analyst,145042,26-Jul-13,08-Jan-13,199
I-200-13177-697216,certified,UNIVERSITY OF MINNESOTA,43410.0,year,75000.0,year,ASSISTANT PROFESSOR,Duluth,25-1032,"Engineering Teachers, Postsecondary",MN,y,H-1B,assistant professor,151900,26-Jun-13,07-Feb-13,139
I-200-14141-783425,certified,"SAGARSOFT, INC",37.44,hour,65.0,hour,SENIOR ETL SOFTWARE ENGINEER,HOUSTON,15-1132,"Software Developers, Applications",TX,y,H-1B,software engineer,65445,21-May-14,28-May-14,7
I-200-14082-239697,certified,LORVEN APPLICATIONS INC,62379.0,year,63000.0,year,SOFTWARE ENGINEER,DALLAS,15-1132,"Software Developers, Applications",TX,y,H-1B,software engineer,106528,23-Mar-14,27-Mar-14,4
I-200-14114-869249,certified,THE UNIVERSITY OF GEORGIA,41050.0,year,62000.0,year,ASSISTANT PROFESSOR,Athens,25-1125,"History Teachers, Postsecondary",GA,y,H-1B,assistant professor,155973,24-Apr-14,30-Apr-14,6
I-200-13310-238246,certified,COMPUTEK SOULUTIONS INC,50211.0,year,60000.0,year,SOFTWARE ENGINEER,ROLLING MEADOWS,15-1131,Computer Programmers,IL,y,H-1B,software engineer,139293,11-Jun-13,13-Nov-13,155
I-200-13084-103399,certified,COMPUTEK SOLUTIONS INC,50336.0,year,60000.0,year,SOFTWARE ENGINEER,DALLAS,15-1131,Computer Programmers,TX,y,H-1B,software engineer,138990,25-Mar-13,29-Mar-13,4
I-203-13156-045921,certified,GOOGLE INC.,108500.0,year,121231.0,year,SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1132,"Software Developers, Applications",CA,y,E-3 Australian,software engineer,18565,06-Oct-13,14-Jun-13,114
I-200-12306-361093,certified,"SCHOOL SPECIALTY, INC.",88150.0,year,110000.0,year,SENIOR SOFTWARE ENGINEER,GREENVILLE,15-1132,"Software Developers, Applications",WI,y,H-1B,software engineer,47385,13-Nov-12,19-Nov-12,6
I-200-15068-655639,certified,NELNET BUSINESS SOLUTIONS INC.,75525.0,year,75525.0,year,IT BUSINESS ANALYST,OMAHA,15-1121,Computer Systems Analysts,NE,y,H-1B,business analyst,71131,03-Sep-15,13-Mar-15,174
I-200-12347-573894,certified,GOOGLE INC.,94598.0,year,141500.0,year,SOFTWARE ENGINEER,PITTSBURGH,15-1132,"Software Developers, Applications",PA,y,H-1B,software engineer,34502,12-Dec-12,18-Dec-12,6
I-200-14097-334962,certified,AUBURN UNIVERSITY,36430.0,year,55000.0,year,ASSISTANT PROFESSOR,AUBURN,25-1064,"Geography Teachers, Postsecondary",AL,y,H-1B,assistant professor,161340,04-Jul-14,04-Nov-14,123
I-200-14177-847418,certified,GOOGLE INC.,80746.0,year,126700.0,year,SOFTWARE ENGINEER,MOUNTAIN VIEW,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,60250,27-Jun-14,09-Apr-14,79
I-200-14160-282480,certified,HOUSTON INDEPENDENT SCHOOL DISTRICT,43110.0,year,46805.0,year,MATH TEACHER,HOUSTON,25-2031,"Secondary School Teachers, Except Special and Care",TX,y,H-1B,teacher,152318,06-Oct-14,16-Jun-14,112
I-200-13164-734802,certified,GOOGLE INC.,86100.0,year,105000.0,year,SOFTWARE ENGINEER-SITE RELIABILITY ENGINEERING,Cambridge,15-1132,"Software Developers, Applications",MA,y,H-1B,software engineer,50444,17-Jun-13,21-Jun-13,4
I-200-13069-608318,certified,CSR TECHNOLOGY INC.,79664.0,year,81000.14,year,SOFTWARE ENGINEER,Santa Ana,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,62733,13-Mar-13,19-Mar-13,6
I-200-13329-917088,certified,LANCASTER INDEPENDENT SCHOOL DISTRICT,42130.0,year,45000.0,year,ELEMENTARY BILINGUAL TEACHER,LANCASTER,25-2021,"Elementary School Teachers, Except Special Educati",TX,y,H-1B,teacher,154424,25-Nov-13,12-Feb-13,286
I-200-15058-987428,certified,LARSEN & TOUBRO INFOTECH LIMITED,49421.0,year,62504.0,year,BUSINESS ANALYST,IRVING,15-1199.08,BUSINESS INTELLIGENCE ANALYSTS,TX,y,H-1B,business analyst,140933,27-Feb-15,03-May-15,65
I-200-15048-348904,certified,ACCENTURE LLP,85010.0,year,106000.0,year,Software Engineering Associate Manager,ST. PETERSBURG,15-1132,"Software Developers, Applications",FL,y,H-1B,software engineer,51645,26-Feb-15,03-Apr-15,36
I-200-14128-428340,certified,"COOLSOFT, LLC",56451.0,year,60000.0,year,SOFTWARE ENGINEER,LINCOLN,15-1132,"Software Developers, Applications",NE,y,H-1B,software engineer,126591,05-Aug-14,14-May-14,83
I-200-12348-090363,certified,"QUALCOMM TECHNOLOGIES, INC.",88275.2,year,88275.2,year,SENIOR SOFTWARE ENGINEER,SAN DIEGO,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,45897,13-Dec-12,19-Dec-12,6
I-200-12061-024944,certified,TEMPLE UNIVERSITY--A COMMONWEALTH UNIVERSITY,44500.0,year,72828.36,year,ASSISTANT PROFESSOR (SOCIOLOGY TT),Philadelphia,25-1067,"SOCIOLOGY TEACHERS, POSTSECONDARY",PA,y,H-1B,assistant professor,150080,03-May-12,16-Jan-14,623
I-200-14003-059036,certified,THE UNITED SOLUTIONS GROUP INC.,47424.0,year,50000.0,year,BUSINESS ANALYST,QUEENS,15-1199,"Computer Occupations, All Other",NY,y,H-1B,business analyst,144307,01-Mar-14,01-Sep-14,184
I-200-11322-703157,certified,EMC CORPORATION,76918.0,year,76918.0,year,SOFTWARE ENGINEER II,SAN MATEO,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,67444,18-Nov-11,25-Nov-11,7
A-14358-37725,certified,APPDYNAMICS,114400.0,year,114400.0,year,SENIOR SOFTWARE ENGINEER,SAN FRANCISCO,15-1132,"Software Developers, Applications",CALIFORNIA,,greencard,software engineer,12143,31-Dec-14,26-Jun-15,177
I-200-15076-619437,certified,GLOBAL VISSE INC,63170.0,year,64000.0,year,BUSINESS ANALYST,TAMPA,13-1111,Management Analysts,FL,y,H-1B,business analyst,102196,17-Mar-15,23-Mar-15,6
I-200-13057-087953,certified,INTEL CORPORATION,92851.0,year,92851.0,year,SOFTWARE ENGINEER,HILLSBORO,15-1133,"Software Developers, Systems Software",OR,y,H-1B,software engineer,38233,28-Feb-13,03-Jun-13,95
I-200-15004-726013,certified,"ANU SOFTWARE CONSULTANTS, INC.",85010.0,year,86000.0,year,SOFTWARE ENGINEER,CARY,15-1133,"Software Developers, Systems Software",NC,y,H-1B,software engineer,51662,01-Apr-15,01-Aug-15,122
I-200-13347-313385,certified,VALLOUREC USA CORPORATION,76502.0,year,90000.0,year,SAP MM/PM BUSINESS ANALYST,HOUSTON,15-1121,Computer Systems Analysts,TX,y,H-1B,business analyst,68894,18-Dec-13,22-May-14,155
I-200-13042-661344,certified,"VCE COMPANY, LLC",84802.0,year,84802.0,year,SOFTWARE ENGINEER,SANTA CLARA,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,52787,13-Feb-13,20-Feb-13,7
I-200-14157-364552,certified,VALSATECH CORP,67226.0,year,70000.0,year,SOFTWARE ENGINEER,HUNT VALLEY,15-1132,"Software Developers, Applications",MD,y,H-1B,software engineer,92288,06-Jun-14,06-Dec-14,183
I-200-15058-009670,certified,SRITECH SOULTIONS INC,55099.0,year,65000.0,year,SOFTWARE ENGINEER,TAMPA,15-1132,"Software Developers, Applications",FL,y,H-1B,software engineer,130105,27-Feb-15,03-May-15,65
I-200-12305-821946,certified,MAYDAL LP,18.72,hour,18.72,hour,TEACHER,Allen,25-2021,"Elementary School Teachers, Except Special Educati",TX,n,H-1B,teacher,158330,31-Oct-12,11-Jun-12,142
I-200-15057-857958,certified,"CAPITAL ONE SERVICES, LLC",70570.0,year,71000.0,year,SOFTWARE ENGINEER,VIENNA,15-1132,"Software Developers, Applications",VA,y,H-1B,software engineer,84322,27-Feb-15,03-Sep-15,188
I-200-14167-593583,certified,BALTIMORE CITY PUBLIC SCHOOLS,84850.0,year,84850.0,year,TEACHER - SPECIAL EDUCATION,BALTIMORE,25-2052,"Special Education Teachers, Kindergarten and Eleme",MD,y,H-1B,teacher,52124,23-Jun-14,27-Jun-14,4
A-13155-68609,denied,NT OBJECTIVES,79664.0,year,80000.0,year,SOFTWARE ENGINEER,Yorba Linda,15-1132,"Software Developers, Applications",CALIFORNIA,,greencard,software engineer,62735,16-Sep-13,06-Nov-15,781
I-200-14133-897043,certified,"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",60000.0,year,60000.0,year,BUSINESS ANALYST,SIOUX FALLS,13-1111,Management Analysts,SD,y,H-1B,business analyst,115435,13-May-14,19-May-14,6
I-200-13101-136692,certified,"NUANCE COMMUNICATIONS, INC.",75600.0,year,89623.0,year,SENIOR SOFTWARE ENGINEER,SEATTLE,15-1132,"Software Developers, Applications",WA,y,H-1B,software engineer,70961,20-Jun-14,26-Jun-14,6
I-200-14260-238071,certified,INTERNATIONAL SOFTWARE SYSTEMS INC,67621.0,year,67621.0,year,BUSINESS ANALYST,WASHINGTON,15-1121,Computer Systems Analysts,DC,y,H-1B,business analyst,91356,17-Sep-14,23-Sep-14,6
A-14219-96245,certified,HCL AMERICA INC.,67392.0,year,67392.0,year,BUSINESS ANALYST,CARY,15-1121,Computer Systems Analysts,NORTH CAROLINA,,greencard,business analyst,91932,15-Aug-14,24-Apr-15,252
I-200-15044-677535,certified,COMMUNITY CONSOLIDATED SCHOOL DISTRICT 54,36492.0,year,36492.0,year,DUAL LANGUAGE TEACHER,SCHAUMBURG,25-2021,"ELEMENTARY SCHOOL TEACHERS, EXCEPT SPECIAL",IL,y,H-1B,teacher,161283,13-Feb-15,22-Feb-15,9
I-200-14339-373703,withdrawn,THE UNIVERSITY OF TEXAS SYSTEM ADMINISTRATION,69306.0,year,104232.0,month,BUSINESS ANALYST II,FT WORTH,Nov-21,COMPUTER AND INFORMATION SYSTEMS MANAGERS,TX,y,H-1B,business analyst,87865,12-May-14,12-Sep-14,123
I-200-13080-383114,certified,"AURIONPRO SOLUTIONS, INC.",71261.0,year,71261.0,year,SOFTWARE ENGINEER (MICROSOFT.NET),SAN RAMON,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,82533,21-Mar-13,27-Mar-13,6
A-14251-04896,certified,"STAPLES, INC.",116293.0,year,116295.0,year,Principal Software Engineer - eCommerce,FRAMINGHAM,15-1132,"Software Developers, Applications",MASSACHUSETTS,,greencard,software engineer,10368,26-Nov-14,13-May-15,168
I-200-15061-547233,certified,CERNER CORPORATION,62608.0,year,67000.0,year,SOFTWARE ENGINEER,NORTH KANSAS CITY,15-1132,"Software Developers, Applications",MO,y,H-1B,software engineer,104352,03-Feb-15,03-Jun-15,120
I-200-12164-041586,certified,INDIANA UNIVERSITY,36420.0,year,47000.0,year,ASSISTANT PROFESSOR,South Bend,25-1121,"Art, Drama, and Music Teachers, Postsecondary",IN,y,H-1B,assistant professor,161347,06-Dec-12,18-Aug-14,620
I-200-13053-654949,certified,"IT CATS, LLC",44.42,hour,45.0,hour,BUSINESS ANALYST(TESTING MANAGER),CRANSTON,15-1121,Computer Systems Analysts,RI,y,H-1B,business analyst,39100,07-Dec-13,18-Jul-13,142
I-200-15029-439047,certified,"FACEBOOK, INC.",97219.0,year,115000.0,year,SOFTWARE ENGINEER,SEATTLE,15-1132,"Software Developers, Applications",WA,y,H-1B,software engineer,31354,02-Feb-15,02-Jun-15,120
I-200-14190-709933,certified,"BHARGAV COMPUTER CONSULTANTS USA-MA, INC",89669.0,year,90000.0,year,SR. SOFTWARE ENGINEER / SCRUM MASTER,VIENNA,15-1132,"Software Developers, Applications",VA,y,H-1B,software engineer,43281,07-Sep-14,25-Jul-14,44
I-200-13260-545368,certified,"UNIVERSAL BUSINESS SOLUTIONS, INC.",58074.0,year,65000.0,year,SOFTWARE ENGINEER,PHOENIX,15-1132,"Software Developers, Applications",AZ,y,H-1B,software engineer,121065,17-Sep-13,26-Sep-13,9
I-200-15070-537128,certified,"MODULEMD, LLC",54974.0,year,65000.0,year,SOFTWARE ENGINEER,GRAND BLANC,15-1132,"Software Developers, Applications",MI,y,H-1B,software engineer,130424,13-Mar-15,19-Apr-15,37
I-200-13198-521712,certified,REMOTE HEALTH SERVICES CORPORATION,116605.0,year,127000.0,year,SOFTWARE ENGINEER,PALO ALTO,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,9785,19-Jul-13,25-Jul-13,6
I-200-13054-182202,certified,AMERILAND NUTRITION,19.58,hour,23.9,hour,BUSINESS ANALYST,Costa Mesa,13-1161,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,CA,n,H-1B,business analyst,156352,03-May-13,03-Nov-13,184
I-200-14160-410953,certified,REI SYSTEMS INC.,105144.0,year,112360.13,year,SENIOR SOFTWARE ENGINEER,STERLING,15-1132,"Software Developers, Applications",VA,y,H-1B,software engineer,20896,06-Sep-14,14-Jun-14,84
I-200-13353-267983,certified,"USTAS TECHNOLOGIES, INC.",102294.0,year,105000.0,year,RESEARCH C++ SENIOR SOFTWARE ENGINEER,BETHESDA,15-1132,"Software Developers, Applications",MD,y,H-1B,software engineer,22811,01-Sep-14,15-Jan-14,229
I-200-14262-087279,certified,GOOGLE INC.,108763.0,year,120000.0,year,SOFTWARE ENGINEER,NEW YORK,15-1132,"Software Developers, Applications",NY,y,H-1B,software engineer,18221,19-Sep-14,25-Sep-14,6
I-200-15055-653836,certified,TERARECON INC.,71802.0,year,75000.0,year,SOFTWARE ENGINEER,ACTON,15-1132,"Software Developers, Applications",MA,y,H-1B,software engineer,80797,03-Sep-15,13-Mar-15,174
I-200-14140-100350,certified,LYCÉE INTERNATIONAL DE BOSTON/INTERNATIONAL SCHOOL,58607.0,year,58607.0,year,ELEMENTARY SCHOOL TEACHER,Cambridge,25-2021,"Elementary School Teachers, Except Special Educati",MA,y,H-1B,teacher,119610,29-May-14,06-Apr-14,53
I-200-15079-843182,certified,HANUSOFT INC,56763.0,year,60000.0,year,Data Analyst,RICHMOND,15-1131,Computer Programmers,VA,y,H-1B,data analyst,125817,20-Mar-15,26-Mar-15,6
I-200-13007-698176,certified,KLA-TENCOR CORPORATION,107384.0,year,107384.0,year,SOFTWARE ENGINEER,MILPITAS,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,19269,01-Aug-13,14-Jan-13,199
I-200-15050-774544,certified,"SOFTTHINK SOLUTIONS, INC.",71614.0,year,71614.0,year,SR. DATA ANALYST/MODELER,HERNDON,15-1132,"Software Developers, Applications",VA,y,H-1B,data analyst,81566,19-Feb-15,25-Feb-15,6
I-200-14081-514797,certified,TULSA PUBLIC SCHOOLS,33056.0,year,33056.0,year,MATH TEACHER,TULSA,25-1022,"Mathematical Science Teachers, Postsecondary",OK,y,H-1B,teacher,163936,22-Mar-14,27-Mar-14,5
I-200-13361-539441,certified,SYSTEM SOFT TECHNOLOGIES LLC,63107.0,year,72000.0,year,BUSINESS ANALYST,ATLANTA,15-1121,Computer Systems Analysts,GA,y,H-1B,business analyst,102343,27-Dec-13,01-Mar-14,64
I-200-10076-701665,certified,"VMWARE, INC.",98557.0,year,112250.0,year,MEMBER OF TECHNICAL STAFF - SOFTWARE ENGINEERING,PALO ALTO,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,29771,10-Jul-14,14-Oct-14,96
I-200-14094-962164,certified,"QUALCOMM TECHNOLOGIES, INC.",92352.0,year,92352.0,year,SENIOR SOFTWARE ENGINEER,SAN DIEGO,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,39384,15-Apr-14,23-Apr-14,8
I-200-12093-741161,certified,"INDSOFT, INC.",64168.0,year,64168.0,year,SOFTWARE ENGINEER,DAYTON,15-1132,"Software Developers, Applications",OH,y,H-1B,software engineer,99445,04-Feb-12,07-Mar-13,397
I-200-14363-103852,certified,INTEL CORPORATION,132038.0,year,132038.0,year,Graphics Software Engineer,SANTA CLARA,15-1133,"Software Developers, Systems Software",CA,y,H-1B,software engineer,3912,22-Jan-15,28-Jan-15,6
I-200-13111-593394,certified,CARNEGIE MELLON UNIVERSITY,48260.0,year,115000.0,year,VISITING ASSISTANT PROFESSOR OF ACCOUNTING,PITTSBURGH,25-1011,"Business Teachers, Postsecondary",PA,y,H-1B,assistant professor,142907,21-Apr-13,25-Apr-13,4
I-200-14189-770872,certified,"FRONTIER TECHNOLOGIES, LLC",63003.0,year,72000.0,year,SOFTWARE ENGINEER,Maryland Heights,15-1132,"Software Developers, Applications",MO,y,H-1B,software engineer,102989,07-Aug-14,14-Jul-14,24
I-200-14175-508096,certified,ACTIAN CORPORATION,132080.0,year,140000.0,year,SENIOR SOFTWARE ENGINEER,REDWOOD CITY,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,3627,24-Jun-14,30-Jun-14,6
I-200-13072-469346,certified,KEIO ACADEMY OF NEW YORK,75300.0,year,85000.0,year,MATHEMATICS TEACHER,PURCHASE,25-2031,"Secondary School Teachers, Except Special and Care",NY,y,H-1B,teacher,71764,13-Mar-13,19-Mar-13,6
I-200-13038-860128,certified,"INTELLIGENT PRODUCT SOLUTIONS, INC",102066.0,year,105000.0,year,SOFTWARE ENGINEER,RONKONKOMA,15-1133,"Software Developers, Systems Software",NY,y,H-1B,software engineer,22915,02-Jul-13,13-Feb-13,139
I-200-14345-287653,certified,BAHWAN CYBERTEK INC.,64376.0,year,72000.0,year,SOFTWARE ENGINEER,Natick,15-1132,"Software Developers, Applications",MA,y,H-1B,software engineer,98983,12-Nov-14,17-Dec-14,35
I-200-12307-417798,certified,"CAPSQUARE SYSTEMS,INC",67392.0,year,72000.0,year,SOFTWARE ENGINEER,East Peoria,15-1132,"Software Developers, Applications",IL,y,H-1B,software engineer,91913,11-Feb-12,11-Aug-12,182
I-200-14038-521048,certified,"MORTARA INSTRUMENT, INC.",54725.0,year,55000.0,year,SOFTWARE ENGINEER,MILWAUKEE,15-1132,"Software Developers, Applications",WI,y,H-1B,software engineer,130868,03-Jun-14,03-Dec-14,183
I-200-15076-197825,certified,I28 TECHNOLOGIES CORPORATION,58136.0,year,66000.0,year,BUSINESS ANALYST,BOSTON,15-1121,Computer Systems Analysts,MA,y,H-1B,business analyst,120748,17-Mar-15,23-Mar-15,6
I-200-13298-016348,certified,"ELECTRONICS FOR IMAGING, INC.",71219.0,year,85250.0,year,SOFTWARE ENGINEER,Fremont,15-1132,"Software Developers, Applications",CA,y,H-1B,software engineer,82764,30-Oct-13,11-May-13,172
A-14174-80826,certified,"EVEREST COMPUTERS, INC.",102315.0,year,102320.0,year,SENIOR SOFTWARE ENGINEER,ROSWELL,15-1132,"Software Developers, Applications",GEORGIA,,greencard,software engineer,22770,30-Jun-14,25-Nov-14,148
A-14066-50518,denied,"GREENLIGHT TECHNOLOGIES, INC.",71240.0,year,71240.0,year,COMPUTER SOFTWARE ENGINEER,FLEMINGTON,15-1132,"Software Developers, Applications",NEW JERSEY,,greencard,software engineer,82680,03-Jul-14,31-Mar-15,271
I-200-15044-793568,certified,"DEPOSCO, INC.",73445.0,year,73445.0,year,SOFTWARE ENGINEER,ALPHARETTA,15-1132,"Software Developers, Applications",GA,y,H-1B,software engineer,76352,13-Feb-15,22-Feb-15,9
